#           x                  Y_DM                       Y_eq_DM                  Y_Partner                       Y_eq_Partner
4.851027923985063239e+01   1.002907669714784770e-13   8.145048563545373641e-22   1.173829577786268849e-13   9.533179212448296966e-22
4.855027923985063154e+01   1.002503919549876922e-13   7.835113404605427659e-22   1.172419413940245221e-13   9.163095032620484542e-22
4.859027923985063069e+01   1.002102795647732426e-13   7.536964598715370761e-22   1.171013821982020642e-13   8.807369231550290657e-22
4.863027923985062984e+01   1.001704285408803617e-13   7.250154218036063951e-22   1.169612778417004035e-13   8.465445083022076121e-22
4.867027923985062898e+01   1.001308374609204389e-13   6.974251346302053634e-22   1.168216257774347965e-13   8.136787433191624052e-22
4.871027923985062813e+01   1.000915049084131288e-13   6.708841433203936636e-22   1.166824234814312464e-13   7.820881865248902002e-22
4.875027923985062728e+01   1.000524293647570631e-13   6.453525673253722182e-22   1.165436683128623079e-13   7.517233896404343932e-22
4.879027923985062642e+01   1.000136096494070036e-13   6.207920408208132296e-22   1.164053580409323096e-13   7.225368205949252940e-22
4.883027923985062557e+01   9.997504773235282553e-14   5.971656552154501331e-22   1.162674869276407277e-13   6.944827893187828813e-22
4.887027923985062472e+01   9.993673555359692541e-14   5.744379038402300738e-22   1.161300591149895926e-13   6.675173764087145116e-22
4.891027923985062387e+01   9.989867508171824095e-14   5.525746287352920617e-22   1.159930688335595781e-13   6.415983645532891704e-22
4.895027923985062301e+01   9.986086495671436164e-14   5.315429694552985518e-22   1.158565136699209902e-13   6.166851726124723392e-22
4.899027923985062216e+01   9.982330383384168091e-14   5.113113138166129722e-22   1.157203912226814458e-13   5.927387922484004811e-22
4.903027923985062131e+01   9.978599037658924560e-14   4.918492505127302041e-22   1.155846991092295600e-13   5.697217270087566869e-22
4.907027923985062046e+01   9.974892325800131593e-14   4.731275235271418368e-22   1.154494349641808276e-13   5.475979337679035189e-22
4.911027923985061960e+01   9.971210116058552951e-14   4.551179882755069923e-22   1.153145964392389091e-13   5.263327664345540339e-22
4.915027923985061875e+01   9.967552277618906905e-14   4.377935694115974463e-22   1.151801812029873975e-13   5.058929218383303879e-22
4.919027923985061790e+01   9.963918680597562769e-14   4.211282202338859015e-22   1.150461869408205491e-13   4.862463877109567965e-22
4.923027923985061705e+01   9.960309196030779927e-14   4.050968836322086535e-22   1.149126113547420176e-13   4.673623926810262634e-22
4.927027923985061619e+01   9.956723695865957157e-14   3.896754545160087833e-22   1.147794521632191476e-13   4.492113582044927888e-22
4.931027923985061534e+01   9.953162052955314171e-14   3.748407436680633562e-22   1.146467071010512287e-13   4.317648523559595689e-22
4.935027923985061449e+01   9.949624141048723708e-14   3.605704429696260261e-22   1.145143739192375983e-13   4.149955454088441834e-22
4.939027923985061364e+01   9.946109851244536074e-14   3.468430919449981485e-22   1.143824505762426348e-13   3.988771671351713200e-22
4.943027923985061278e+01   9.942619042749821762e-14   3.336380455754986109e-22   1.142509346606833157e-13   3.833844657584839386e-22
4.947027923985061193e+01   9.939151591650870185e-14   3.209354433347121077e-22   1.141198239742544869e-13   3.684931684959333203e-22
4.951027923985061108e+01   9.935707375306168634e-14   3.087161793987004901e-22   1.139891163301818184e-13   3.541799436280206507e-22
4.955027923985061022e+01   9.932286288140576469e-14   2.969618739866329602e-22   1.138588097480251356e-13   3.404223640369459496e-22
4.959027923985060937e+01   9.928888193010581141e-14   2.856548457889660061e-22   1.137289018797794604e-13   3.271988721567081776e-22
4.963027923985060852e+01   9.925513270216070301e-14   2.747780854419416732e-22   1.135993876482866176e-13   3.144887462803227400e-22
4.967027923985060767e+01   9.922160816399631235e-14   2.643152300087068814e-22   1.134702710514704509e-13   3.022720681716704708e-22
4.971027923985060681e+01   9.918830996472005092e-14   2.542505384289327876e-22   1.133415467933811530e-13   2.905296919315200951e-22
4.975027923985060596e+01   9.915523698653918959e-14   2.445688679001171004e-22   1.132132128553248412e-13   2.792432140691008346e-22
4.979027923985060511e+01   9.912238824746914698e-14   2.352556511553241701e-22   1.130852673679782813e-13   2.683949447326905327e-22
4.983027923985060426e+01   9.908976242991056591e-14   2.262968746033265092e-22   1.129577080847072166e-13   2.579678800542896452e-22
4.987027923985060340e+01   9.905735853503799734e-14   2.176790572984291271e-22   1.128305331323108899e-13   2.479456755653002205e-22
4.991027923985060255e+01   9.902517526237608338e-14   2.093892307085316187e-22   1.127037402931917019e-13   2.383126206417501321e-22
4.995027923985060170e+01   9.899321162783106840e-14   2.014149192511389725e-22   1.125773277222350700e-13   2.290536139392332917e-22
4.999027923985060085e+01   9.896146634765658279e-14   1.937441215681992595e-22   1.124512932304805604e-13   2.201541397792353683e-22
5.003027923985059999e+01   9.892993845221236779e-14   1.863652925117393179e-22   1.123256350004728082e-13   2.116002454500547674e-22
5.007027923985059914e+01   9.889862682805139649e-14   1.792673258133398791e-22   1.122003510474789733e-13   2.033785193869058582e-22
5.011027923985059829e+01   9.886753021338705378e-14   1.724395374115011924e-22   1.120754392272230736e-13   1.954760701971548660e-22
5.015027923985059743e+01   9.883664766045435790e-14   1.658716494119675483e-22   1.119508977621269028e-13   1.878805064980311764e-22
5.019027923985059658e+01   9.880597807896992654e-14   1.595537746569575690e-22   1.118267247076584775e-13   1.805799175352969311e-22
5.023027923985059573e+01   9.877552023035761600e-14   1.534764018802403598e-22   1.117029179613611999e-13   1.735628545526981654e-22
5.027027923985059488e+01   9.874527318765696589e-14   1.476303814258105146e-22   1.115794757849555162e-13   1.668183128831150047e-22
5.031027923985059402e+01   9.871523588320829162e-14   1.420069115087840582e-22   1.114563962731047730e-13   1.603357147334627656e-22
5.035027923985059317e+01   9.868540710101541277e-14   1.365975249979461269e-22   1.113336773640801128e-13   1.541048926365101298e-22
5.039027923985059232e+01   9.865578593441002199e-14   1.313940767001495602e-22   1.112113173579295143e-13   1.481160735437786947e-22
5.043027923985059147e+01   9.862637405743460357e-14   1.263887311275452580e-22   1.110893117327419092e-13   1.423598635347144554e-22
5.047027923985059061e+01   9.859716500164613502e-14   1.215739507292881601e-22   1.109676639984930204e-13   1.368272331182648065e-22
5.051027923985058976e+01   9.856816043933574104e-14   1.169424845701303486e-22   1.108463696094394208e-13   1.315095031039286011e-22
5.055027923985058891e+01   9.853935933903930073e-14   1.124873574389227148e-22   1.107254267429165751e-13   1.263983310202309198e-22
5.059027923985058806e+01   9.851076052951157684e-14   1.082018593707172057e-22   1.106048334144251461e-13   1.214856980594353452e-22
5.063027923985058720e+01   9.848236314693026391e-14   1.040795355667761180e-22   1.104845879940023667e-13   1.167638965280978578e-22
5.067027923985058635e+01   9.845416618419835921e-14   1.001141766973858291e-22   1.103646886918606224e-13   1.122255177838872441e-22
5.071027923985058550e+01   9.842616863986714197e-14   9.629980957294871207e-23   1.102451337313248202e-13   1.078634406398583014e-22
5.075027923985058464e+01   9.839836957982324073e-14   9.263068816937694728e-23   1.101259214155023686e-13   1.036708202180418192e-22
5.079027923985058379e+01   9.837076803394461099e-14   8.910128499433998735e-23   1.100070500104329102e-13   9.964107723498358253e-23
5.083027923985058294e+01   9.834336302025678142e-14   8.570628278143192300e-23   1.098885177741299893e-13   9.576788770249190242e-23
5.087027923985058209e+01   9.831615356324636703e-14   8.244056649981014697e-23   1.097703229762873657e-13   9.204517302750833636e-23
5.091027923985058123e+01   9.828913869386753156e-14   7.929921566733301181e-23   1.096524638981150199e-13   8.846709049565907160e-23
5.095027923985058038e+01   9.826231744944049575e-14   7.627749695567387455e-23   1.095349388323185162e-13   8.502802412361559198e-23
5.099027923985057953e+01   9.823568901582195558e-14   7.337085707633774834e-23   1.094177462431939694e-13   8.172257586598896680e-23
5.103027923985057868e+01   9.820925230201207898e-14   7.057491593690201789e-23   1.093008842835780684e-13   7.854555716301402252e-23
5.107027923985057782e+01   9.818300636151649297e-14   6.788546005723924208e-23   1.091843512826322907e-13   7.549198081584656427e-23
5.111027923985057697e+01   9.815695025747537846e-14   6.529843623584421200e-23   1.090681455771784957e-13   7.255705317675587966e-23
5.115027923985057612e+01   9.813108305822078232e-14   6.280994545677294762e-23   1.089522655159887887e-13   6.973616664203910538e-23
5.119027923985057527e+01   9.810540383815246756e-14   6.041623702805953660e-23   1.088367094587122532e-13   6.702489243591837065e-23
5.123027923985057441e+01   9.807991427757234672e-14   5.811370294282221990e-23   1.087214735227634264e-13   6.441897367415579027e-23
5.127027923985057356e+01   9.805460841293720478e-14   5.589887245460521540e-23   1.086065607911660750e-13   6.191431869654294831e-23
5.131027923985057271e+01   9.802948778800075405e-14   5.376840685882121204e-23   1.084919672043834281e-13   5.950699465786141787e-23
5.135027923985057186e+01   9.800455163887890231e-14   5.171909447247323596e-23   1.083776913238131078e-13   5.719322136728693897e-23
5.139027923985057100e+01   9.797979892965235778e-14   4.974784580461632068e-23   1.082637314044398491e-13   5.496936536662527238e-23
5.143027923985057015e+01   9.795522876947634053e-14   4.785168891033796074e-23   1.081500858702043312e-13   5.283193423811819758e-23
5.147027923985056930e+01   9.793084041389130325e-14   4.602776492126317500e-23   1.080367533097825067e-13   5.077757113293167728e-23
5.151027923985056844e+01   9.790663284439657093e-14   4.427332374590153536e-23   1.079237320106725491e-13   4.880304951176948314e-23
5.155027923985056759e+01   9.788260518663564203e-14   4.258571993337667847e-23   1.078110204280698572e-13   4.690526808940074337e-23
5.159027923985056674e+01   9.785875671235804134e-14   4.096240869433713258e-23   1.076986171799983316e-13   4.508124597519573083e-23
5.163027923985056589e+01   9.783508642099483626e-14   3.940094207307905267e-23   1.075865205847799708e-13   4.332811800207867834e-23
5.167027923985056503e+01   9.781159359279336320e-14   3.789896526513693384e-23   1.074747292816777769e-13   4.164313023659003719e-23
5.171027923985056418e+01   9.778827723946567612e-14   3.645421307482331019e-23   1.073632416086005336e-13   4.002363566305305539e-23
5.175027923985056333e+01   9.776513670766591469e-14   3.506450650739313143e-23   1.072520562867513741e-13   3.846709003508269720e-23
5.179027923985056248e+01   9.774217103545205501e-14   3.372774949072909117e-23   1.071411716885916313e-13   3.697104788796603103e-23
5.183027923985056162e+01   9.771937951719394958e-14   3.244192572162337902e-23   1.070305864856500690e-13   3.553315870566942461e-23
5.187027923985056077e+01   9.769676119231305430e-14   3.120509563192516175e-23   1.069202990600711427e-13   3.415116323648789430e-23
5.191027923985055992e+01   9.767431536502837096e-14   3.001539347000073362e-23   1.068103081018948875e-13   3.282288995157148449e-23
5.195027923985055907e+01   9.765204121769118800e-14   2.887102449312663785e-23   1.067006121581638909e-13   3.154625164079436748e-23
5.199027923985055821e+01   9.762993780277994719e-14   2.777026226660170024e-23   1.065912096433256798e-13   3.031924214064015803e-23
5.203027923985055736e+01   9.760800667278585996e-14   2.671144606552465285e-23   1.064820970821797416e-13   2.913993318899151743e-23
5.207027923985055651e+01   9.758624256692817900e-14   2.569297837533602600e-23   1.063732774663358709e-13   2.800647140190161738e-23
5.211027923985055565e+01   9.756464677994070532e-14   2.471332248737630372e-23   1.062647470123380531e-13   2.691707536762214698e-23
5.215027923985055480e+01   9.754321864603570226e-14   2.377100018584542407e-23   1.061565044626507876e-13   2.587003285334101237e-23
5.219027923985055395e+01   9.752195737630016192e-14   2.286458952269431751e-23   1.060485484206170590e-13   2.486369812026061338e-23
5.223027923985055310e+01   9.750086218545011423e-14   2.199272267710994395e-23   1.059408774997357102e-13   2.389648934282211034e-23
5.227027923985055224e+01   9.747993216257724441e-14   2.115408389637525172e-23   1.058334901796977226e-13   2.296688612803037868e-23
5.231027923985055139e+01   9.745916666248956039e-14   2.034740751501592295e-23   1.057263852351290256e-13   2.207342713100651808e-23
5.235027923985055054e+01   9.743856491551562130e-14   1.957147604925820905e-23   1.056195613046218877e-13   2.121470776303459295e-23
5.239027923985054969e+01   9.741812615542413925e-14   1.882511836393680600e-23   1.055130170366954769e-13   2.038937798851594785e-23
5.243027923985054883e+01   9.739784962104465306e-14   1.810720790909891807e-23   1.054067510880549516e-13   1.959614020738633205e-23
5.247027923985054798e+01   9.737773455589055369e-14   1.741666102365928347e-23   1.053007621238776979e-13   1.883374721968316388e-23
5.251027923985054713e+01   9.735778007902279392e-14   1.675243530355351112e-23   1.051950486768969849e-13   1.810100026907421828e-23
5.255027923985054628e+01   9.733798557131324500e-14   1.611352803194364839e-23   1.050896095716999411e-13   1.739674716229058840e-23
5.259027923985054542e+01   9.731835029208632975e-14   1.549897466911507569e-23   1.049844434964965451e-13   1.671988046151915195e-23
5.263027923985054457e+01   9.729887350255684676e-14   1.490784739979802516e-23   1.048795491503328593e-13   1.606933574692519220e-23
5.267027923985054372e+01   9.727955446913162468e-14   1.433925373572921700e-23   1.047749252396933741e-13   1.544408994658681648e-23
5.271027923985054287e+01   9.726039246270311933e-14   1.379233517135803928e-23   1.046705704791913816e-13   1.484315973122705478e-23
5.275027923985054201e+01   9.724138681584735769e-14   1.326626589067356630e-23   1.045664836539016461e-13   1.426559997123210987e-23
5.279027923985054116e+01   9.722253681133709132e-14   1.276025152321275904e-23   1.044626634958027999e-13   1.371050225353811640e-23
5.283027923985054031e+01   9.720384376598766325e-14   1.227352794737778457e-23   1.043591067458455378e-13   1.317699345606633020e-23
5.287027923985053945e+01   9.718530290732264591e-14   1.180536013926772148e-23   1.042558161741100438e-13   1.266423437747674956e-23
5.291027923985053860e+01   9.716691567941856927e-14   1.135504106529160970e-23   1.041527886377262563e-13   1.217141842009103293e-23
5.295027923985053775e+01   9.714868125358452449e-14   1.092189061690065314e-23   1.040500227673271780e-13   1.169777032392628706e-23
5.299027923985053690e+01   9.713059893118922638e-14   1.050525458583793608e-23   1.039475173314259373e-13   1.124254494985619951e-23
5.303027923985053604e+01   9.711266801746439745e-14   1.010450367836579991e-23   1.038452711064557757e-13   1.080502610999344543e-23
5.307027923985053519e+01   9.709488782172842569e-14   9.719032566988605226e-24   1.037432828765060251e-13   1.038452544346367215e-23
5.311027923985053434e+01   9.707725765742048131e-14   9.348258978247646663e-24   1.036415514331182794e-13   9.980381335809472854e-24
5.315027923985053349e+01   9.705977696380423533e-14   8.991622815212912621e-24   1.035400757059381303e-13   9.591957880331853717e-24
5.319027923985053263e+01   9.704244494137338859e-14   8.648585313357747226e-24   1.034388543693630691e-13   9.218643879743726627e-24
5.323027923985053178e+01   9.702526091460752890e-14   8.318628228543254284e-24   1.033378862382906521e-13   8.859851886570796081e-24
5.327027923985053093e+01   9.700822421363670955e-14   8.001253055893836135e-24   1.032371701332293571e-13   8.515017280797346898e-24
5.331027923985053008e+01   9.699133429293086109e-14   7.695980278388758022e-24   1.031367050119829325e-13   8.183597383312336850e-24
5.335027923985052922e+01   9.697459037032761810e-14   7.402348644040402357e-24   1.030364895784738379e-13   7.865070603766586198e-24
5.339027923985052837e+01   9.695799178560008220e-14   7.119914470571225273e-24   1.029365226769107221e-13   7.558935621506329962e-24
5.343027923985052752e+01   9.694153800494985827e-14   6.848250976546092219e-24   1.028368032850045730e-13   7.264710598301159350e-24
5.347027923985052666e+01   9.692522825888685507e-14   6.586947637951138536e-24   1.027373301282759907e-13   6.981932421630496373e-24
5.351027923985052581e+01   9.690906189833349253e-14   6.335609569254795613e-24   1.026381020723313060e-13   6.710155977346339377e-24
5.355027923985052496e+01   9.689303840051357987e-14   6.093856928017049418e-24   1.025391181148221177e-13   6.448953450568898179e-24
5.359027923985052411e+01   9.687715700834133983e-14   5.861324342153936994e-24   1.024403770023759655e-13   6.197913653723429127e-24
5.363027923985052325e+01   9.686141905916494048e-14   5.637660358994664247e-24   1.023418759232037589e-13   5.956641380662790764e-24
5.367027923985052240e+01   9.684582009585546715e-14   5.422526915302290141e-24   1.022436173151796563e-13   5.724756785864271121e-24
5.371027923985052155e+01   9.683036146177119828e-14   5.215598827461842174e-24   1.021455983500158760e-13   5.501894787728577795e-24
5.375027923985052070e+01   9.681504246587704909e-14   5.016563301068102223e-24   1.020478178645962978e-13   5.287704495044646384e-24
5.379027923985051984e+01   9.679986260256327516e-14   4.825119459175656047e-24   1.019502748898758678e-13   5.081848655722189575e-24
5.383027923985051899e+01   9.678482113981076662e-14   4.640977888501322471e-24   1.018529682202140290e-13   4.884003126928061752e-24
5.387027923985051814e+01   9.676991757771209482e-14   4.463860202896305663e-24   1.017558969001557563e-13   4.693856365795071440e-24
5.391027923985051729e+01   9.675515119216636962e-14   4.293498623431219691e-24   1.016590597371133257e-13   4.511108939905660625e-24
5.395027923985051643e+01   9.674052148967638297e-14   4.129635574462070448e-24   1.015624557883164190e-13   4.335473056782966987e-24
5.399027923985051558e+01   9.672602786768855436e-14   3.972023295069645836e-24   1.014660839943053396e-13   4.166672111651625044e-24
5.403027923985051473e+01   9.671166961222586849e-14   3.820423465286912881e-24   1.013699431832588180e-13   4.004440252758987948e-24
5.407027923985051387e+01   9.669744623959251841e-14   3.674606846552981435e-24   1.012740324306725025e-13   3.848521963575918437e-24
5.411027923985051302e+01   9.668335715806381290e-14   3.534352935851510413e-24   1.011783506954554935e-13   3.698671661221422222e-24
5.415027923985051217e+01   9.666940166444694486e-14   3.399449633013401077e-24   1.010828968252131738e-13   3.554653310482063864e-24
5.419027923985051132e+01   9.665557928439134489e-14   3.269692920683557845e-24   1.009876699135446538e-13   3.416240052820604095e-24
5.423027923985051046e+01   9.664188943674953289e-14   3.144886556468479348e-24   1.008926689372967082e-13   3.283213849791679940e-24
5.427027923985050961e+01   9.662833142888934045e-14   3.024841776803437816e-24   1.007978927630968070e-13   3.155365140306591000e-24
5.431027923985050876e+01   9.661490479560110184e-14   2.909377012091327206e-24   1.007033405022595539e-13   3.032492511208185502e-24
5.435027923985050791e+01   9.660160896609792052e-14   2.798317612685773298e-24   1.006090111491747407e-13   2.914402380640283824e-24
5.439027923985050705e+01   9.658844336982283082e-14   2.691495585305362448e-24   1.005149037071595278e-13   2.800908693714630591e-24
5.443027923985050620e+01   9.657540902662479093e-14   2.588749339482131102e-24   1.004210153947146097e-13   2.691832629997729720e-24
5.447027923985050535e+01   9.656250209219519475e-14   2.489923443662955575e-24   1.003273487110785490e-13   2.587002322359542814e-24
5.451027923985050450e+01   9.654972370247957154e-14   2.394868390595927425e-24   1.002339009802181490e-13   2.486252586742125620e-24
5.455027923985050364e+01   9.653707329876782888e-14   2.303440371649102479e-24   1.001406712296051377e-13   2.389424662424809350e-24
5.459027923985050279e+01   9.652455032785951874e-14   2.215501059721253255e-24   1.000476584900479223e-13   2.296365962378334451e-24
5.463027923985050194e+01   9.651215423910050987e-14   2.130917400418096683e-24   9.995486179861380866e-14   2.206929833316388500e-24
5.467027923985050109e+01   9.649988448494793843e-14   2.049561411179255578e-24   9.986228019797410703e-14   2.120975325067750478e-24
5.471027923985050023e+01   9.648774052515360678e-14   1.971309988053294197e-24   9.976991274075110959e-14   2.038366968907469644e-24
5.475027923985049938e+01   9.647572186036011795e-14   1.896044719830186893e-24   9.967775852437618759e-14   1.958974564499238111e-24
5.479027923985049853e+01   9.646382795222662639e-14   1.823651709250942339e-24   9.958581660751001631e-14   1.882672975114488942e-24
5.483027923985049767e+01   9.645205826505894642e-14   1.754021401025246563e-24   9.949408605463447127e-14   1.809341930807046426e-24
5.487027923985049682e+01   9.644041226628560774e-14   1.687048416397754868e-24   9.940256593551954763e-14   1.738865839234123921e-24
5.491027923985049597e+01   9.642888942630837573e-14   1.622631394014241689e-24   9.931125532531547387e-14   1.671133603827377839e-24
5.495027923985049512e+01   9.641748921847665448e-14   1.560672836847463668e-24   9.922015330449678468e-14   1.606038449027813547e-24
5.499027923985049426e+01   9.640621111908582076e-14   1.501078964952335591e-24   9.912925895885246341e-14   1.543477752311007119e-24
5.503027923985049341e+01   9.639505460734464716e-14   1.443759573828583550e-24   9.903857137942997710e-14   1.483352882738537648e-24
5.507027923985049256e+01   9.638401916535193924e-14   1.388627898177200048e-24   9.894808966249906458e-14   1.425569045782280218e-24
5.511027923985049171e+01   9.637310427806912101e-14   1.335600480845853860e-24   9.885781290950574277e-14   1.370035134178222847e-24
5.515027923985049085e+01   9.636230943331619595e-14   1.284597046765132827e-24   9.876774022705575950e-14   1.316663584575155223e-24
5.519027923985049000e+01   9.635163412174394128e-14   1.235540381686350269e-24   9.867787072686529287e-14   1.265370239753744691e-24
5.523027923985048915e+01   9.634107939462858702e-14   1.188356215537609919e-24   9.858820198924835098e-14   1.216074216199313660e-24
5.527027923985048830e+01   9.633064174075820837e-14   1.142973110222601794e-24   9.849873633536635123e-14   1.168697776820534179e-24
5.531027923985048744e+01   9.632032210975413456e-14   1.099322351692950385e-24   9.840947122760154989e-14   1.123166208614191861e-24
5.535027923985048659e+01   9.631012000168106808e-14   1.057337846131435029e-24   9.832040579947566674e-14   1.079407705083837239e-24
5.539027923985048574e+01   9.630003492162602902e-14   1.016956020089564450e-24   9.823153918717140717e-14   1.037353253227825914e-24
5.543027923985048488e+01   9.629006648151101554e-14   9.781157244291123733e-25   9.814287063948298638e-14   9.969365249191694335e-25
5.547027923985048403e+01   9.628021408678872898e-14   9.407581419225102596e-25   9.805439919499758621e-14   9.580937725066512286e-25
5.551027923985048318e+01   9.627047724942445071e-14   9.048266983731939571e-25   9.796612400571708494e-14   9.207637284732753509e-25
5.555027923985048233e+01   9.626085548489463782e-14   8.702669771215173468e-25   9.787804422758752652e-14   8.848875089944026651e-25
5.559027923985048147e+01   9.625134841506372526e-14   8.370266368076133285e-25   9.779015912792900071e-14   8.504085212440879779e-25
5.563027923985048062e+01   9.624195545705268952e-14   8.050553322670602090e-25   9.770246776488306183e-14   8.172723743041470091e-25
5.567027923985047977e+01   9.623267613283450339e-14   7.743046384401512038e-25   9.761496930995697551e-14   7.854267935358838668e-25
5.571027923985047892e+01   9.622351007950211350e-14   7.447279771799199653e-25   9.752766305137039483e-14   7.548215382799061386e-25
5.575027923985047806e+01   9.621445675755123700e-14   7.162805468486998016e-25   9.744054809707317302e-14   7.254083227549933086e-25
5.579027923985047721e+01   9.620551579595768164e-14   6.889192545969356379e-25   9.735362373410954779e-14   6.971407400314809343e-25
5.583027923985047636e+01   9.619668662963246165e-14   6.626026512221409675e-25   9.726688904731611386e-14   6.699741889598851006e-25
5.587027923985047551e+01   9.618796879253221783e-14   6.372908685097341571e-25   9.718034323150604151e-14   6.438658039398440267e-25
5.591027923985047465e+01   9.617936192245768810e-14   6.129455589613083712e-25   9.709398558502716267e-14   6.187743874191624770e-25
5.595027923985047380e+01   9.617086546221240848e-14   5.895298378193601156e-25   9.700781520691900149e-14   5.946603450167437837e-25
5.599027923985047295e+01   9.616247905153950699e-14   5.670082273010529603e-25   9.692183140678075522e-14   5.714856231675835710e-25
5.603027923985047209e+01   9.615420357364649192e-14   5.453466029568853890e-25   9.683603188041244993e-14   5.492136491917959306e-25
5.607027923985047124e+01   9.614603580914301132e-14   5.245121420733709503e-25   9.675041878671947446e-14   5.278092736934454304e-25
5.611027923985047039e+01   9.613797664084201682e-14   5.044732740417816586e-25   9.666498981345385805e-14   5.072387151987249745e-25
5.615027923985046954e+01   9.613002571883270498e-14   4.851996326182893565e-25   9.657974428570861937e-14   4.874695069464758498e-25
5.619027923985046868e+01   9.612218250006349369e-14   4.666620100032185639e-25   9.649468133119713952e-14   4.684704457473197715e-25
5.623027923985046783e+01   9.611444664021720920e-14   4.488323126703014809e-25   9.640980028206797124e-14   4.502115428311414608e-25
5.627027923985046698e+01   9.610681769936881860e-14   4.316835188792595439e-25   9.632510037413493276e-14   4.326639766055937856e-25
5.631027923985046613e+01   9.609929514113178141e-14   4.151896378075089716e-25   9.624058074921917905e-14   4.158000472513693955e-25
5.635027923985046527e+01   9.609187862754519901e-14   3.993256702394262188e-25   9.615624075176622858e-14   3.995931330828708231e-25
5.639027923985046442e+01   9.608456762814898414e-14   3.840675707537884645e-25   9.607207953125530867e-14   3.840176486056743090e-25
5.643027923985046357e+01   9.607736180881511768e-14   3.693922113523330267e-25   9.598809644054477961e-14   3.690490042048751312e-25
5.647027923985046272e+01   9.607026074171682788e-14   3.552773464745526078e-25   9.590429073563346645e-14   3.546635674008541386e-25
5.651027923985046186e+01   9.606326399985367794e-14   3.417015793459109487e-25   9.582066167804991986e-14   3.408386256116555562e-25
5.655027923985046101e+01   9.605637106167182023e-14   3.286443296086789410e-25   9.573720843513893357e-14   3.275523503633174728e-25
5.659027923985046016e+01   9.604958160132333427e-14   3.160858021865726860e-25   9.565393037533413759e-14   3.147837628919907157e-25
5.663027923985045931e+01   9.604289520039091806e-14   3.040069573361267983e-25   9.557082677031328933e-14   3.025127010836493501e-25
5.667027923985045845e+01   9.603631134390547848e-14   2.923894818396310496e-25   9.548789680043081151e-14   2.907197876994675425e-25
5.671027923985045760e+01   9.602982972343034069e-14   2.812157612961693852e-25   9.540513985734720122e-14   2.793863998368689236e-25
5.675027923985045675e+01   9.602344995166494102e-14   2.704688534688512692e-25   9.532255524827696075e-14   2.684946395782514074e-25
5.679027923985045589e+01   9.601717161679969101e-14   2.601324626480831773e-25   9.524014226228721963e-14   2.580273057811538513e-25
5.683027923985045504e+01   9.601099562852768100e-14   2.501909149920945747e-25   9.515789888692952592e-14   2.479678669655839141e-25
5.687027923985045419e+01   9.600491884876785356e-14   2.406291348075242200e-25   9.507582694944361871e-14   2.383004352557844128e-25
5.691027923985045334e+01   9.599894228521722536e-14   2.314326217342526980e-25   9.499392452376315797e-14   2.290097413354915777e-25
5.695027923985045248e+01   9.599306553375087434e-14   2.225874288000336398e-25   9.491219091502950693e-14   2.200811103773038477e-25
5.699027923985045163e+01   9.598728819388735560e-14   2.140801413117095795e-25   9.483062543058545558e-14   2.115004389082121641e-25
5.703027923985045078e+01   9.598160986682530867e-14   2.058978565512716191e-25   9.474922738190351233e-14   2.032541725750104940e-25
5.707027923985044993e+01   9.597603015582478648e-14   1.980281642459581543e-25   9.466799608417452247e-14   1.953292847745268930e-25
5.711027923985044907e+01   9.597054866617663504e-14   1.904591277829817473e-25   9.458693085626262109e-14   1.877132561150610638e-25
5.715027923985044822e+01   9.596516500520774402e-14   1.831792661404726991e-25   9.450603102070534665e-14   1.803940546767468804e-25
5.719027923985044737e+01   9.595987878225858000e-14   1.761775365073847751e-25   9.442529590367494263e-14   1.733601170397635717e-25
5.723027923985044652e+01   9.595468960867450275e-14   1.694433175660529469e-25   9.434472483496240361e-14   1.666003300505259319e-25
5.727027923985044566e+01   9.594959709777633118e-14   1.629663934121873061e-25   9.426431714793563409e-14   1.601040132971733330e-25
5.731027923985044481e+01   9.594460086487731964e-14   1.567369380880203740e-25   9.418407217954911675e-14   1.538609022668059706e-25
5.735027923985044396e+01   9.593970052723756812e-14   1.507455007052018562e-25   9.410398927028282308e-14   1.478611321579014835e-25
5.739027923985044310e+01   9.593489570407109039e-14   1.449829911350099061e-25   9.402406776414222601e-14   1.420952223225072859e-25
5.743027923985044225e+01   9.593018601653575446e-14   1.394406662442094870e-25   9.394430700863902643e-14   1.365540613136587813e-25
5.747027923985044140e+01   9.592557108771206539e-14   1.341101166558105395e-25   9.386470635475581225e-14   1.312288925145325110e-25
5.751027923985044055e+01   9.592105054258199858e-14   1.289832540146870608e-25   9.378526515691709140e-14   1.261113003266974538e-25
5.755027923985043969e+01   9.591662400803672424e-14   1.240522987388201736e-25   9.370598277298932974e-14   1.211931968957210222e-25
5.759027923985043884e+01   9.591229111284939494e-14   1.193097682376689685e-25   9.362685856423916031e-14   1.164668093532382601e-25
5.763027923985043799e+01   9.590805270700715996e-14   1.147484655798548438e-25   9.354789069181440761e-14   1.119246675554052583e-25
5.767027923985043714e+01   9.590390598669737303e-14   1.103614685930225433e-25   9.346908094412500700e-14   1.075595922984243813e-25
5.771027923985043628e+01   9.589985190640373790e-14   1.061421193794319672e-25   9.339042757464658370e-14   1.033646839925979160e-25
5.775027923985043543e+01   9.589589003178562485e-14   1.020840142314056935e-25   9.331192989105572315e-14   9.933331177706282091e-26
