# x,Y(b1),Y(xd),D(b1)*(dsdx/3H),D(xd)*(dsdx/3H),C(b1xd_gb)*(dsdx/3H),C(b1xxdx_gbx)*(dsdx/3H),C(b1xd_ab)*(dsdx/3H),C(b1xxdx_abx)*(dsdx/3H),C(b1xd_bz)*(dsdx/3H),C(b1xxdx_bxz)*(dsdx/3H),C(b1xd_twm)*(dsdx/3H),C(b1xxdx_txwp)*(dsdx/3H),C(b1b1x_bbx)*(dsdx/3H),C(b1b1_bb)*(dsdx/3H),C(b1xb1x_bxbx)*(dsdx/3H),C(b1b1x_gg)*(dsdx/3H),C(b1b1x_wpwm)*(dsdx/3H),C(b1b1x_ga)*(dsdx/3H),C(b1b1x_gz)*(dsdx/3H),C(b1b1x_aa)*(dsdx/3H),C(b1b1x_az)*(dsdx/3H),C(b1b1x_ddx)*(dsdx/3H),C(b1b1x_uux)*(dsdx/3H),C(b1b1x_ssx)*(dsdx/3H),C(b1b1x_ccx)*(dsdx/3H),C(b1b1x_ttx)*(dsdx/3H),C(b1b1x_zz)*(dsdx/3H),C(b1b1x_emep)*(dsdx/3H),C(b1b1x_tamtap)*(dsdx/3H),C(b1b1x_vevex)*(dsdx/3H),C(b1b1x_zh)*(dsdx/3H),C(xdxdx_bbx)*(dsdx/3H),C(xdxdx_ttx)*(dsdx/3H),C(b1xd_gb)*(dsdx/3H),C(b1xxdx_gbx)*(dsdx/3H),C(b1xd_ab)*(dsdx/3H),C(b1xxdx_abx)*(dsdx/3H),C(b1xd_bz)*(dsdx/3H),C(b1xxdx_bxz)*(dsdx/3H),C(b1xd_twm)*(dsdx/3H),C(b1xxdx_txwp)*(dsdx/3H)
1.7135e+01,3.6472e-15,1.5501e-08,0.0000e+00,0.0000e+00,-8.5936e-16,-8.5936e-16,-8.5936e-16,-8.5936e-16,-8.5936e-16,-8.5936e-16,-8.5936e-16,-8.5936e-16,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,9.0573e-21,-7.1051e-09,-7.1051e-09,-8.5936e-16,-8.5936e-16,-8.5936e-16,-8.5936e-16,-8.5936e-16,-8.5936e-16,-8.5936e-16,-8.5936e-16
1.7434e+01,2.0729e-15,1.1780e-08,0.0000e+00,0.0000e+00,-4.8668e-16,-4.8668e-16,-4.8668e-16,-4.8668e-16,-4.8668e-16,-4.8668e-16,-4.8668e-16,-4.8668e-16,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,3.8643e-21,-5.4034e-09,-5.4034e-09,-4.8668e-16,-4.8668e-16,-4.8668e-16,-4.8668e-16,-4.8668e-16,-4.8668e-16,-4.8668e-16,-4.8668e-16
1.7739e+01,1.1659e-15,8.9087e-09,0.0000e+00,0.0000e+00,-2.7702e-16,-2.7702e-16,-2.7702e-16,-2.7702e-16,-2.7702e-16,-2.7702e-16,-2.7702e-16,-2.7702e-16,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,1.6096e-21,-4.0893e-09,-4.0893e-09,-2.7702e-16,-2.7702e-16,-2.7702e-16,-2.7702e-16,-2.7702e-16,-2.7702e-16,-2.7702e-16,-2.7702e-16
1.8049e+01,6.4882e-16,6.7037e-09,0.0000e+00,0.0000e+00,-1.5274e-16,-1.5274e-16,-1.5274e-16,-1.5274e-16,-1.5274e-16,-1.5274e-16,-1.5274e-16,-1.5274e-16,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,6.6696e-22,-3.0766e-09,-3.0766e-09,-1.5274e-16,-1.5274e-16,-1.5274e-16,-1.5274e-16,-1.5274e-16,-1.5274e-16,-1.5274e-16,-1.5274e-16
1.8364e+01,3.5713e-16,5.0196e-09,0.0000e+00,0.0000e+00,-8.4512e-17,-8.4512e-17,-8.4512e-17,-8.4512e-17,-8.4512e-17,-8.4512e-17,-8.4512e-17,-8.4512e-17,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,2.6973e-22,-2.3030e-09,-2.3030e-09,-8.4512e-17,-8.4512e-17,-8.4512e-17,-8.4512e-17,-8.4512e-17,-8.4512e-17,-8.4512e-17,-8.4512e-17
1.8684e+01,1.9438e-16,3.7405e-09,0.0000e+00,0.0000e+00,-4.6118e-17,-4.6118e-17,-4.6118e-17,-4.6118e-17,-4.6118e-17,-4.6118e-17,-4.6118e-17,-4.6118e-17,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,1.0734e-22,-1.7142e-09,-1.7142e-09,-4.6118e-17,-4.6118e-17,-4.6118e-17,-4.6118e-17,-4.6118e-17,-4.6118e-17,-4.6118e-17,-4.6118e-17
1.9011e+01,1.0458e-16,2.7744e-09,0.0000e+00,0.0000e+00,-2.4940e-17,-2.4940e-17,-2.4940e-17,-2.4940e-17,-2.4940e-17,-2.4940e-17,-2.4940e-17,-2.4940e-17,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,4.1880e-23,-1.2687e-09,-1.2687e-09,-2.4940e-17,-2.4940e-17,-2.4940e-17,-2.4940e-17,-2.4940e-17,-2.4940e-17,-2.4940e-17,-2.4940e-17
1.9343e+01,5.5589e-17,2.0489e-09,0.0000e+00,0.0000e+00,-1.3239e-17,-1.3239e-17,-1.3239e-17,-1.3239e-17,-1.3239e-17,-1.3239e-17,-1.3239e-17,-1.3239e-17,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,1.6089e-23,-9.3359e-10,-9.3359e-10,-1.3239e-17,-1.3239e-17,-1.3239e-17,-1.3239e-17,-1.3239e-17,-1.3239e-17,-1.3239e-17,-1.3239e-17
1.9681e+01,2.9179e-17,1.5073e-09,0.0000e+00,0.0000e+00,-6.9682e-18,-6.9682e-18,-6.9682e-18,-6.9682e-18,-6.9682e-18,-6.9682e-18,-6.9682e-18,-6.9682e-18,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,6.0412e-24,-6.8294e-10,-6.8294e-10,-6.9682e-18,-6.9682e-18,-6.9682e-18,-6.9682e-18,-6.9682e-18,-6.9682e-18,-6.9682e-18,-6.9682e-18
2.0024e+01,1.5114e-17,1.1053e-09,0.0000e+00,0.0000e+00,-3.6300e-18,-3.6300e-18,-3.6300e-18,-3.6300e-18,-3.6300e-18,-3.6300e-18,-3.6300e-18,-3.6300e-18,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,2.2148e-24,-4.9660e-10,-4.9660e-10,-3.6300e-18,-3.6300e-18,-3.6300e-18,-3.6300e-18,-3.6300e-18,-3.6300e-18,-3.6300e-18,-3.6300e-18
2.0374e+01,7.7187e-18,8.0870e-10,0.0000e+00,0.0000e+00,-1.8567e-18,-1.8567e-18,-1.8567e-18,-1.8567e-18,-1.8567e-18,-1.8567e-18,-1.8567e-18,-1.8567e-18,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,7.9406e-25,-3.5887e-10,-3.5887e-10,-1.8567e-18,-1.8567e-18,-1.8567e-18,-1.8567e-18,-1.8567e-18,-1.8567e-18,-1.8567e-18,-1.8567e-18
2.0730e+01,3.8824e-18,5.9127e-10,0.0000e+00,0.0000e+00,-9.4034e-19,-9.4034e-19,-9.4034e-19,-9.4034e-19,-9.4034e-19,-9.4034e-19,-9.4034e-19,-9.4034e-19,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,2.7618e-25,-2.5778e-10,-2.5778e-10,-9.4034e-19,-9.4034e-19,-9.4034e-19,-9.4034e-19,-9.4034e-19,-9.4034e-19,-9.4034e-19,-9.4034e-19
2.1092e+01,1.9205e-18,4.3282e-10,0.0000e+00,0.0000e+00,-4.6800e-19,-4.6800e-19,-4.6800e-19,-4.6800e-19,-4.6800e-19,-4.6800e-19,-4.6800e-19,-4.6800e-19,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,9.3140e-26,-1.8404e-10,-1.8404e-10,-4.6800e-19,-4.6800e-19,-4.6800e-19,-4.6800e-19,-4.6800e-19,-4.6800e-19,-4.6800e-19,-4.6800e-19
2.1460e+01,9.3288e-19,3.1802e-10,0.0000e+00,0.0000e+00,-2.2968e-19,-2.2968e-19,-2.2968e-19,-2.2968e-19,-2.2968e-19,-2.2968e-19,-2.2968e-19,-2.2968e-19,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,3.0244e-26,-1.3068e-10,-1.3068e-10,-2.2968e-19,-2.2968e-19,-2.2968e-19,-2.2968e-19,-2.2968e-19,-2.2968e-19,-2.2968e-19,-2.2968e-19
2.1835e+01,4.4415e-19,2.3529e-10,0.0000e+00,0.0000e+00,-1.1058e-19,-1.1058e-19,-1.1058e-19,-1.1058e-19,-1.1058e-19,-1.1058e-19,-1.1058e-19,-1.1058e-19,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,9.4217e-27,-9.2323e-11,-9.2323e-11,-1.1058e-19,-1.1058e-19,-1.1058e-19,-1.1058e-19,-1.1058e-19,-1.1058e-19,-1.1058e-19,-1.1058e-19
2.2216e+01,2.0688e-19,1.7593e-10,0.0000e+00,0.0000e+00,-5.2182e-20,-5.2182e-20,-5.2182e-20,-5.2182e-20,-5.2182e-20,-5.2182e-20,-5.2182e-20,-5.2182e-20,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,2.7986e-27,-6.4992e-11,-6.4992e-11,-5.2182e-20,-5.2182e-20,-5.2182e-20,-5.2182e-20,-5.2182e-20,-5.2182e-20,-5.2182e-20,-5.2182e-20
2.2604e+01,9.4120e-20,1.3345e-10,0.0000e+00,0.0000e+00,-2.4047e-20,-2.4047e-20,-2.4047e-20,-2.4047e-20,-2.4047e-20,-2.4047e-20,-2.4047e-20,-2.4047e-20,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,7.8939e-28,-4.5680e-11,-4.5680e-11,-2.4047e-20,-2.4047e-20,-2.4047e-20,-2.4047e-20,-2.4047e-20,-2.4047e-20,-2.4047e-20,-2.4047e-20
2.2999e+01,4.1782e-20,1.0307e-10,0.0000e+00,0.0000e+00,-1.0813e-20,-1.0813e-20,-1.0813e-20,-1.0813e-20,-1.0813e-20,-1.0813e-20,-1.0813e-20,-1.0813e-20,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,2.1041e-28,-3.2140e-11,-3.2140e-11,-1.0813e-20,-1.0813e-20,-1.0813e-20,-1.0813e-20,-1.0813e-20,-1.0813e-20,-1.0813e-20,-1.0813e-20
2.3400e+01,1.8099e-20,8.1274e-11,0.0000e+00,0.0000e+00,-4.7386e-21,-4.7386e-21,-4.7386e-21,-4.7386e-21,-4.7386e-21,-4.7386e-21,-4.7386e-21,-4.7386e-21,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,5.2866e-29,-2.2718e-11,-2.2718e-11,-4.7386e-21,-4.7386e-21,-4.7386e-21,-4.7386e-21,-4.7386e-21,-4.7386e-21,-4.7386e-21,-4.7386e-21
2.3809e+01,7.6586e-21,6.5544e-11,0.0000e+00,0.0000e+00,-2.0227e-21,-2.0227e-21,-2.0227e-21,-2.0227e-21,-2.0227e-21,-2.0227e-21,-2.0227e-21,-2.0227e-21,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,1.2516e-29,-1.6195e-11,-1.6195e-11,-2.0227e-21,-2.0227e-21,-2.0227e-21,-2.0227e-21,-2.0227e-21,-2.0227e-21,-2.0227e-21,-2.0227e-21
2.4225e+01,3.1742e-21,5.4072e-11,0.0000e+00,0.0000e+00,-8.4191e-22,-8.4191e-22,-8.4191e-22,-8.4191e-22,-8.4191e-22,-8.4191e-22,-8.4191e-22,-8.4191e-22,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,2.7948e-30,-1.1686e-11,-1.1686e-11,-8.4191e-22,-8.4191e-22,-8.4191e-22,-8.4191e-22,-8.4191e-22,-8.4191e-22,-8.4191e-22,-8.4191e-22
2.4648e+01,1.2937e-21,4.5589e-11,0.0000e+00,0.0000e+00,-3.4268e-22,-3.4268e-22,-3.4268e-22,-3.4268e-22,-3.4268e-22,-3.4268e-22,-3.4268e-22,-3.4268e-22,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,5.9006e-31,-8.5656e-12,-8.5656e-12,-3.4268e-22,-3.4268e-22,-3.4268e-22,-3.4268e-22,-3.4268e-22,-3.4268e-22,-3.4268e-22,-3.4268e-22
2.5078e+01,5.2134e-22,3.9208e-11,0.0000e+00,0.0000e+00,-1.3695e-22,-1.3695e-22,-1.3695e-22,-1.3695e-22,-1.3695e-22,-1.3695e-22,-1.3695e-22,-1.3695e-22,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,1.1813e-31,-6.3927e-12,-6.3927e-12,-1.3695e-22,-1.3695e-22,-1.3695e-22,-1.3695e-22,-1.3695e-22,-1.3695e-22,-1.3695e-22,-1.3695e-22
2.5516e+01,2.0913e-22,3.4319e-11,0.0000e+00,0.0000e+00,-5.4037e-23,-5.4037e-23,-5.4037e-23,-5.4037e-23,-5.4037e-23,-5.4037e-23,-5.4037e-23,-5.4037e-23,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,2.2490e-32,-4.8649e-12,-4.8649e-12,-5.4037e-23,-5.4037e-23,-5.4037e-23,-5.4037e-23,-5.4037e-23,-5.4037e-23,-5.4037e-23,-5.4037e-23
2.5962e+01,8.4171e-23,3.0496e-11,0.0000e+00,0.0000e+00,-2.1198e-23,-2.1198e-23,-2.1198e-23,-2.1198e-23,-2.1198e-23,-2.1198e-23,-2.1198e-23,-2.1198e-23,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,4.0803e-33,-3.7758e-12,-3.7758e-12,-2.1198e-23,-2.1198e-23,-2.1198e-23,-2.1198e-23,-2.1198e-23,-2.1198e-23,-2.1198e-23,-2.1198e-23
2.6415e+01,3.4289e-23,2.7450e-11,0.0000e+00,0.0000e+00,-8.3312e-24,-8.3312e-24,-8.3312e-24,-8.3312e-24,-8.3312e-24,-8.3312e-24,-8.3312e-24,-8.3312e-24,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,7.0595e-34,-2.9866e-12,-2.9866e-12,-8.3312e-24,-8.3312e-24,-8.3312e-24,-8.3312e-24,-8.3312e-24,-8.3312e-24,-8.3312e-24,-8.3312e-24
2.6877e+01,1.4268e-23,2.4977e-11,0.0000e+00,0.0000e+00,-3.3087e-24,-3.3087e-24,-3.3087e-24,-3.3087e-24,-3.3087e-24,-3.3087e-24,-3.3087e-24,-3.3087e-24,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,1.1628e-34,-2.4045e-12,-2.4045e-12,-3.3087e-24,-3.3087e-24,-3.3087e-24,-3.3087e-24,-3.3087e-24,-3.3087e-24,-3.3087e-24,-3.3087e-24
2.7346e+01,6.1169e-24,2.2935e-11,0.0000e+00,0.0000e+00,-1.3394e-24,-1.3394e-24,-1.3394e-24,-1.3394e-24,-1.3394e-24,-1.3394e-24,-1.3394e-24,-1.3394e-24,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,1.8116e-35,-1.9670e-12,-1.9670e-12,-1.3394e-24,-1.3394e-24,-1.3394e-24,-1.3394e-24,-1.3394e-24,-1.3394e-24,-1.3394e-24,-1.3394e-24
2.7824e+01,2.7223e-24,2.1224e-11,0.0000e+00,0.0000e+00,-5.5737e-25,-5.5737e-25,-5.5737e-25,-5.5737e-25,-5.5737e-25,-5.5737e-25,-5.5737e-25,-5.5737e-25,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,2.6252e-36,-1.6321e-12,-1.6321e-12,-5.5737e-25,-5.5737e-25,-5.5737e-25,-5.5737e-25,-5.5737e-25,-5.5737e-25,-5.5737e-25,-5.5737e-25
2.8309e+01,1.2641e-24,1.9770e-11,0.0000e+00,0.0000e+00,-2.4009e-25,-2.4009e-25,-2.4009e-25,-2.4009e-25,-2.4009e-25,-2.4009e-25,-2.4009e-25,-2.4009e-25,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,3.3768e-37,-1.3713e-12,-1.3713e-12,-2.4009e-25,-2.4009e-25,-2.4009e-25,-2.4009e-25,-2.4009e-25,-2.4009e-25,-2.4009e-25,-2.4009e-25
2.8804e+01,6.1416e-25,1.8520e-11,0.0000e+00,0.0000e+00,-1.0763e-25,-1.0763e-25,-1.0763e-25,-1.0763e-25,-1.0763e-25,-1.0763e-25,-1.0763e-25,-1.0763e-25,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,3.2374e-38,-1.1649e-12,-1.1649e-12,-1.0763e-25,-1.0763e-25,-1.0763e-25,-1.0763e-25,-1.0763e-25,-1.0763e-25,-1.0763e-25,-1.0763e-25
2.9307e+01,3.1218e-25,1.7435e-11,0.0000e+00,0.0000e+00,-5.0339e-26,-5.0339e-26,-5.0339e-26,-5.0339e-26,-5.0339e-26,-5.0339e-26,-5.0339e-26,-5.0339e-26,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-4.5781e-40,-9.9911e-13,-9.9911e-13,-5.0339e-26,-5.0339e-26,-5.0339e-26,-5.0339e-26,-5.0339e-26,-5.0339e-26,-5.0339e-26,-5.0339e-26
2.9819e+01,1.6573e-25,1.6484e-11,0.0000e+00,0.0000e+00,-2.4577e-26,-2.4577e-26,-2.4577e-26,-2.4577e-26,-2.4577e-26,-2.4577e-26,-2.4577e-26,-2.4577e-26,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-1.6232e-39,-8.6425e-13,-8.6425e-13,-2.4577e-26,-2.4577e-26,-2.4577e-26,-2.4577e-26,-2.4577e-26,-2.4577e-26,-2.4577e-26,-2.4577e-26
3.0339e+01,9.1615e-26,1.5643e-11,0.0000e+00,0.0000e+00,-1.2507e-26,-1.2507e-26,-1.2507e-26,-1.2507e-26,-1.2507e-26,-1.2507e-26,-1.2507e-26,-1.2507e-26,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.2365e-40,-7.5320e-13,-7.5320e-13,-1.2507e-26,-1.2507e-26,-1.2507e-26,-1.2507e-26,-1.2507e-26,-1.2507e-26,-1.2507e-26,-1.2507e-26
3.0869e+01,5.2556e-26,1.4896e-11,0.0000e+00,0.0000e+00,-6.6178e-27,-6.6178e-27,-6.6178e-27,-6.6178e-27,-6.6178e-27,-6.6178e-27,-6.6178e-27,-6.6178e-27,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-2.6754e-40,-6.6082e-13,-6.6082e-13,-6.6178e-27,-6.6178e-27,-6.6178e-27,-6.6178e-27,-6.6178e-27,-6.6178e-27,-6.6178e-27,-6.6178e-27
3.1408e+01,3.1180e-26,1.4227e-11,0.0000e+00,0.0000e+00,-3.6296e-27,-3.6296e-27,-3.6296e-27,-3.6296e-27,-3.6296e-27,-3.6296e-27,-3.6296e-27,-3.6296e-27,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-9.6430e-41,-5.8323e-13,-5.8323e-13,-3.6296e-27,-3.6296e-27,-3.6296e-27,-3.6296e-27,-3.6296e-27,-3.6296e-27,-3.6296e-27,-3.6296e-27
