 x ,            1  ,            2  ,            3  ,            4  ,            5  ,            6  , 
   11.000000000000000       ,    1.2156115038663633E-015  ,    1.2156115038663633E-015  ,    1.2156115038663633E-015  ,    1.2156115038663633E-015  ,    1.2156115038663633E-015  ,    1.2156115038663633E-015  , 
   12.000000000000000       ,    1.2061363702131151E-015  ,    1.2061363702131151E-015  ,    1.2061363702131151E-015  ,    1.2061363702131151E-015  ,    1.2061363702131151E-015  ,    1.2061363702131151E-015  , 
   13.000000000000000       ,    1.1985187665137070E-015  ,    1.1985187665137070E-015  ,    1.1985187665137070E-015  ,    1.1985187665137070E-015  ,    1.1985187665137070E-015  ,    1.1985187665137070E-015  , 
   14.000000000000000       ,    1.1922817815792502E-015  ,    1.1922817815792502E-015  ,    1.1922817815792502E-015  ,    1.1922817815792502E-015  ,    1.1922817815792502E-015  ,    1.1922817815792502E-015  , 
   15.000000000000000       ,    1.1870951891802266E-015  ,    1.1870951891802266E-015  ,    1.1870951891802266E-015  ,    1.1870951891802266E-015  ,    1.1870951891802266E-015  ,    1.1870951891802266E-015  , 
   16.000000000000000       ,    1.1827239175700369E-015  ,    1.1827239175700369E-015  ,    1.1827239175700369E-015  ,    1.1827239175700369E-015  ,    1.1827239175700369E-015  ,    1.1827239175700369E-015  , 
   17.000000000000000       ,    1.1789965918599765E-015  ,    1.1789965918599765E-015  ,    1.1789965918599765E-015  ,    1.1789965918599765E-015  ,    1.1789965918599765E-015  ,    1.1789965918599765E-015  , 
   18.000000000000000       ,    1.1757856515078813E-015  ,    1.1757856515078813E-015  ,    1.1757856515078813E-015  ,    1.1757856515078813E-015  ,    1.1757856515078813E-015  ,    1.1757856515078813E-015  , 
   19.000000000000000       ,    1.1729943989780884E-015  ,    1.1729943989780884E-015  ,    1.1729943989780884E-015  ,    1.1729943989780884E-015  ,    1.1729943989780884E-015  ,    1.1729943989780884E-015  , 
   20.000000000000000       ,    1.1705483372496524E-015  ,    1.1705483372496524E-015  ,    1.1705483372496524E-015  ,    1.1705483372496524E-015  ,    1.1705483372496524E-015  ,    1.1705483372496524E-015  , 
   21.000000000000000       ,    1.1683892388471997E-015  ,    1.1683892388471997E-015  ,    1.1683892388471997E-015  ,    1.1683892388471997E-015  ,    1.1683892388471997E-015  ,    1.1683892388471997E-015  , 
   22.000000000000000       ,    1.1664709996115261E-015  ,    1.1664709996115261E-015  ,    1.1664709996115261E-015  ,    1.1664709996115261E-015  ,    1.1664709996115261E-015  ,    1.1664709996115261E-015  , 
   23.000000000000000       ,    1.1647566855206770E-015  ,    1.1647566855206770E-015  ,    1.1647566855206770E-015  ,    1.1647566855206770E-015  ,    1.1647566855206770E-015  ,    1.1647566855206770E-015  , 
   24.000000000000000       ,    1.1632163935583932E-015  ,    1.1632163935583932E-015  ,    1.1632163935583932E-015  ,    1.1632163935583932E-015  ,    1.1632163935583932E-015  ,    1.1632163935583932E-015  , 
   25.000000000000000       ,    1.1618256784112177E-015  ,    1.1618256784112177E-015  ,    1.1618256784112177E-015  ,    1.1618256784112177E-015  ,    1.1618256784112177E-015  ,    1.1618256784112177E-015  , 
   26.000000000000000       ,    1.1605643791352078E-015  ,    1.1605643791352078E-015  ,    1.1605643791352078E-015  ,    1.1605643791352078E-015  ,    1.1605643791352078E-015  ,    1.1605643791352078E-015  , 
   27.000000000000000       ,    1.1594157329215759E-015  ,    1.1594157329215759E-015  ,    1.1594157329215759E-015  ,    1.1594157329215759E-015  ,    1.1594157329215759E-015  ,    1.1594157329215759E-015  , 
   28.000000000000000       ,    1.1583656978577446E-015  ,    1.1583656978577446E-015  ,    1.1583656978577446E-015  ,    1.1583656978577446E-015  ,    1.1583656978577446E-015  ,    1.1583656978577446E-015  , 
   29.000000000000000       ,    1.1574024298076599E-015  ,    1.1574024298076599E-015  ,    1.1574024298076599E-015  ,    1.1574024298076599E-015  ,    1.1574024298076599E-015  ,    1.1574024298076599E-015  , 
   30.000000000000000       ,    1.1565158743047030E-015  ,    1.1565158743047030E-015  ,    1.1565158743047030E-015  ,    1.1565158743047030E-015  ,    1.1565158743047030E-015  ,    1.1565158743047030E-015  , 
   31.000000000000000       ,    1.1556974452264600E-015  ,    1.1556974452264600E-015  ,    1.1556974452264600E-015  ,    1.1556974452264600E-015  ,    1.1556974452264600E-015  ,    1.1556974452264600E-015  , 
   32.000000000000000       ,    1.1549397696234223E-015  ,    1.1549397696234223E-015  ,    1.1549397696234223E-015  ,    1.1549397696234223E-015  ,    1.1549397696234223E-015  ,    1.1549397696234223E-015  , 
   33.000000000000000       ,    1.1542364834590425E-015  ,    1.1542364834590425E-015  ,    1.1542364834590425E-015  ,    1.1542364834590425E-015  ,    1.1542364834590425E-015  ,    1.1542364834590425E-015  , 
   34.000000000000000       ,    1.1535820668810263E-015  ,    1.1535820668810263E-015  ,    1.1535820668810263E-015  ,    1.1535820668810263E-015  ,    1.1535820668810263E-015  ,    1.1535820668810263E-015  , 
   35.000000000000000       ,    1.1529717104433674E-015  ,    1.1529717104433674E-015  ,    1.1529717104433674E-015  ,    1.1529717104433674E-015  ,    1.1529717104433674E-015  ,    1.1529717104433674E-015  , 
   36.000000000000000       ,    1.1524012057500808E-015  ,    1.1524012057500808E-015  ,    1.1524012057500808E-015  ,    1.1524012057500808E-015  ,    1.1524012057500808E-015  ,    1.1524012057500808E-015  , 
   37.000000000000000       ,    1.1518668555112965E-015  ,    1.1518668555112965E-015  ,    1.1518668555112965E-015  ,    1.1518668555112965E-015  ,    1.1518668555112965E-015  ,    1.1518668555112965E-015  , 
   38.000000000000000       ,    1.1513653991353917E-015  ,    1.1513653991353917E-015  ,    1.1513653991353917E-015  ,    1.1513653991353917E-015  ,    1.1513653991353917E-015  ,    1.1513653991353917E-015  , 
   39.000000000000000       ,    1.1508939508366114E-015  ,    1.1508939508366114E-015  ,    1.1508939508366114E-015  ,    1.1508939508366114E-015  ,    1.1508939508366114E-015  ,    1.1508939508366114E-015  , 
   40.000000000000000       ,    1.1504499478863308E-015  ,    1.1504499478863308E-015  ,    1.1504499478863308E-015  ,    1.1504499478863308E-015  ,    1.1504499478863308E-015  ,    1.1504499478863308E-015  , 
   41.000000000000000       ,    1.1500311071332068E-015  ,    1.1500311071332068E-015  ,    1.1500311071332068E-015  ,    1.1500311071332068E-015  ,    1.1500311071332068E-015  ,    1.1500311071332068E-015  , 
   42.000000000000000       ,    1.1496353883019084E-015  ,    1.1496353883019084E-015  ,    1.1496353883019084E-015  ,    1.1496353883019084E-015  ,    1.1496353883019084E-015  ,    1.1496353883019084E-015  , 
   43.000000000000000       ,    1.1492609628766825E-015  ,    1.1492609628766825E-015  ,    1.1492609628766825E-015  ,    1.1492609628766825E-015  ,    1.1492609628766825E-015  ,    1.1492609628766825E-015  , 
   44.000000000000000       ,    1.1489061876095557E-015  ,    1.1489061876095557E-015  ,    1.1489061876095557E-015  ,    1.1489061876095557E-015  ,    1.1489061876095557E-015  ,    1.1489061876095557E-015  , 
   45.000000000000000       ,    1.1485695818759003E-015  ,    1.1485695818759003E-015  ,    1.1485695818759003E-015  ,    1.1485695818759003E-015  ,    1.1485695818759003E-015  ,    1.1485695818759003E-015  , 
   46.000000000000000       ,    1.1482498082454289E-015  ,    1.1482498082454289E-015  ,    1.1482498082454289E-015  ,    1.1482498082454289E-015  ,    1.1482498082454289E-015  ,    1.1482498082454289E-015  , 
   47.000000000000000       ,    1.1479456557515076E-015  ,    1.1479456557515076E-015  ,    1.1479456557515076E-015  ,    1.1479456557515076E-015  ,    1.1479456557515076E-015  ,    1.1479456557515076E-015  , 
   48.000000000000000       ,    1.1476560254340773E-015  ,    1.1476560254340773E-015  ,    1.1476560254340773E-015  ,    1.1476560254340773E-015  ,    1.1476560254340773E-015  ,    1.1476560254340773E-015  , 
   49.000000000000000       ,    1.1473799178066217E-015  ,    1.1473799178066217E-015  ,    1.1473799178066217E-015  ,    1.1473799178066217E-015  ,    1.1473799178066217E-015  ,    1.1473799178066217E-015  , 
   50.000000000000000       ,    1.1471164219559968E-015  ,    1.1471164219559968E-015  ,    1.1471164219559968E-015  ,    1.1471164219559968E-015  ,    1.1471164219559968E-015  ,    1.1471164219559968E-015  , 
   51.000000000000000       ,    1.1468647060342491E-015  ,    1.1468647060342491E-015  ,    1.1468647060342491E-015  ,    1.1468647060342491E-015  ,    1.1468647060342491E-015  ,    1.1468647060342491E-015  , 
   52.000000000000000       ,    1.1466240089405682E-015  ,    1.1466240089405682E-015  ,    1.1466240089405682E-015  ,    1.1466240089405682E-015  ,    1.1466240089405682E-015  ,    1.1466240089405682E-015  , 
   53.000000000000000       ,    1.1463936330238818E-015  ,    1.1463936330238818E-015  ,    1.1463936330238818E-015  ,    1.1463936330238818E-015  ,    1.1463936330238818E-015  ,    1.1463936330238818E-015  , 
   54.000000000000000       ,    1.1461729376641159E-015  ,    1.1461729376641159E-015  ,    1.1461729376641159E-015  ,    1.1461729376641159E-015  ,    1.1461729376641159E-015  ,    1.1461729376641159E-015  , 
   55.000000000000000       ,    1.1459613336116645E-015  ,    1.1459613336116645E-015  ,    1.1459613336116645E-015  ,    1.1459613336116645E-015  ,    1.1459613336116645E-015  ,    1.1459613336116645E-015  , 
   56.000000000000000       ,    1.1457582779831976E-015  ,    1.1457582779831976E-015  ,    1.1457582779831976E-015  ,    1.1457582779831976E-015  ,    1.1457582779831976E-015  ,    1.1457582779831976E-015  , 
   57.000000000000000       ,    1.1455632698272892E-015  ,    1.1455632698272892E-015  ,    1.1455632698272892E-015  ,    1.1455632698272892E-015  ,    1.1455632698272892E-015  ,    1.1455632698272892E-015  , 
   58.000000000000000       ,    1.1453758461860589E-015  ,    1.1453758461860589E-015  ,    1.1453758461860589E-015  ,    1.1453758461860589E-015  ,    1.1453758461860589E-015  ,    1.1453758461860589E-015  , 
   59.000000000000000       ,    1.1451955785891662E-015  ,    1.1451955785891662E-015  ,    1.1451955785891662E-015  ,    1.1451955785891662E-015  ,    1.1451955785891662E-015  ,    1.1451955785891662E-015  , 
   60.000000000000000       ,    1.1450220699270947E-015  ,    1.1450220699270947E-015  ,    1.1450220699270947E-015  ,    1.1450220699270947E-015  ,    1.1450220699270947E-015  ,    1.1450220699270947E-015  , 
   61.000000000000000       ,    1.1448549516557326E-015  ,    1.1448549516557326E-015  ,    1.1448549516557326E-015  ,    1.1448549516557326E-015  ,    1.1448549516557326E-015  ,    1.1448549516557326E-015  , 
   62.000000000000000       ,    1.1446938812930905E-015  ,    1.1446938812930905E-015  ,    1.1446938812930905E-015  ,    1.1446938812930905E-015  ,    1.1446938812930905E-015  ,    1.1446938812930905E-015  , 
   63.000000000000000       ,    1.1445385401731569E-015  ,    1.1445385401731569E-015  ,    1.1445385401731569E-015  ,    1.1445385401731569E-015  ,    1.1445385401731569E-015  ,    1.1445385401731569E-015  , 
   64.000000000000000       ,    1.1443886314264704E-015  ,    1.1443886314264704E-015  ,    1.1443886314264704E-015  ,    1.1443886314264704E-015  ,    1.1443886314264704E-015  ,    1.1443886314264704E-015  , 
   65.000000000000000       ,    1.1442438781616345E-015  ,    1.1442438781616345E-015  ,    1.1442438781616345E-015  ,    1.1442438781616345E-015  ,    1.1442438781616345E-015  ,    1.1442438781616345E-015  , 
   66.000000000000000       ,    1.1441040218246387E-015  ,    1.1441040218246387E-015  ,    1.1441040218246387E-015  ,    1.1441040218246387E-015  ,    1.1441040218246387E-015  ,    1.1441040218246387E-015  , 
   67.000000000000000       ,    1.1439688207166065E-015  ,    1.1439688207166065E-015  ,    1.1439688207166065E-015  ,    1.1439688207166065E-015  ,    1.1439688207166065E-015  ,    1.1439688207166065E-015  , 
   68.000000000000000       ,    1.1438380486517490E-015  ,    1.1438380486517490E-015  ,    1.1438380486517490E-015  ,    1.1438380486517490E-015  ,    1.1438380486517490E-015  ,    1.1438380486517490E-015  , 
   69.000000000000000       ,    1.1437114937412406E-015  ,    1.1437114937412406E-015  ,    1.1437114937412406E-015  ,    1.1437114937412406E-015  ,    1.1437114937412406E-015  ,    1.1437114937412406E-015  , 
   70.000000000000000       ,    1.1435889572886274E-015  ,    1.1435889572886274E-015  ,    1.1435889572886274E-015  ,    1.1435889572886274E-015  ,    1.1435889572886274E-015  ,    1.1435889572886274E-015  , 
   71.000000000000000       ,    1.1434702527860025E-015  ,    1.1434702527860025E-015  ,    1.1434702527860025E-015  ,    1.1434702527860025E-015  ,    1.1434702527860025E-015  ,    1.1434702527860025E-015  , 
   72.000000000000000       ,    1.1433552049994914E-015  ,    1.1433552049994914E-015  ,    1.1433552049994914E-015  ,    1.1433552049994914E-015  ,    1.1433552049994914E-015  ,    1.1433552049994914E-015  , 
   73.000000000000000       ,    1.1432436491357758E-015  ,    1.1432436491357758E-015  ,    1.1432436491357758E-015  ,    1.1432436491357758E-015  ,    1.1432436491357758E-015  ,    1.1432436491357758E-015  , 
   74.000000000000000       ,    1.1431354300807925E-015  ,    1.1431354300807925E-015  ,    1.1431354300807925E-015  ,    1.1431354300807925E-015  ,    1.1431354300807925E-015  ,    1.1431354300807925E-015  , 
   75.000000000000000       ,    1.1430304017039357E-015  ,    1.1430304017039357E-015  ,    1.1430304017039357E-015  ,    1.1430304017039357E-015  ,    1.1430304017039357E-015  ,    1.1430304017039357E-015  , 
   76.000000000000000       ,    1.1429284262209787E-015  ,    1.1429284262209787E-015  ,    1.1429284262209787E-015  ,    1.1429284262209787E-015  ,    1.1429284262209787E-015  ,    1.1429284262209787E-015  , 
   77.000000000000000       ,    1.1428293736103888E-015  ,    1.1428293736103888E-015  ,    1.1428293736103888E-015  ,    1.1428293736103888E-015  ,    1.1428293736103888E-015  ,    1.1428293736103888E-015  , 
   78.000000000000000       ,    1.1427331210773132E-015  ,    1.1427331210773132E-015  ,    1.1427331210773132E-015  ,    1.1427331210773132E-015  ,    1.1427331210773132E-015  ,    1.1427331210773132E-015  , 
   79.000000000000000       ,    1.1426395525616168E-015  ,    1.1426395525616168E-015  ,    1.1426395525616168E-015  ,    1.1426395525616168E-015  ,    1.1426395525616168E-015  ,    1.1426395525616168E-015  , 
   80.000000000000000       ,    1.1425485582849472E-015  ,    1.1425485582849472E-015  ,    1.1425485582849472E-015  ,    1.1425485582849472E-015  ,    1.1425485582849472E-015  ,    1.1425485582849472E-015  , 
   81.000000000000000       ,    1.1424600343338265E-015  ,    1.1424600343338265E-015  ,    1.1424600343338265E-015  ,    1.1424600343338265E-015  ,    1.1424600343338265E-015  ,    1.1424600343338265E-015  , 
   82.000000000000000       ,    1.1423738822757004E-015  ,    1.1423738822757004E-015  ,    1.1423738822757004E-015  ,    1.1423738822757004E-015  ,    1.1423738822757004E-015  ,    1.1423738822757004E-015  , 
   83.000000000000000       ,    1.1422900088039871E-015  ,    1.1422900088039871E-015  ,    1.1422900088039871E-015  ,    1.1422900088039871E-015  ,    1.1422900088039871E-015  ,    1.1422900088039871E-015  , 
   84.000000000000000       ,    1.1422083254106344E-015  ,    1.1422083254106344E-015  ,    1.1422083254106344E-015  ,    1.1422083254106344E-015  ,    1.1422083254106344E-015  ,    1.1422083254106344E-015  , 
   85.000000000000000       ,    1.1421287480833911E-015  ,    1.1421287480833911E-015  ,    1.1421287480833911E-015  ,    1.1421287480833911E-015  ,    1.1421287480833911E-015  ,    1.1421287480833911E-015  , 
   86.000000000000000       ,    1.1420511970252237E-015  ,    1.1420511970252237E-015  ,    1.1420511970252237E-015  ,    1.1420511970252237E-015  ,    1.1420511970252237E-015  ,    1.1420511970252237E-015  , 
   87.000000000000000       ,    1.1419755963949767E-015  ,    1.1419755963949767E-015  ,    1.1419755963949767E-015  ,    1.1419755963949767E-015  ,    1.1419755963949767E-015  ,    1.1419755963949767E-015  , 
   88.000000000000000       ,    1.1419018740660945E-015  ,    1.1419018740660945E-015  ,    1.1419018740660945E-015  ,    1.1419018740660945E-015  ,    1.1419018740660945E-015  ,    1.1419018740660945E-015  , 
   89.000000000000000       ,    1.1418299614035043E-015  ,    1.1418299614035043E-015  ,    1.1418299614035043E-015  ,    1.1418299614035043E-015  ,    1.1418299614035043E-015  ,    1.1418299614035043E-015  , 
   90.000000000000000       ,    1.1417597930557668E-015  ,    1.1417597930557668E-015  ,    1.1417597930557668E-015  ,    1.1417597930557668E-015  ,    1.1417597930557668E-015  ,    1.1417597930557668E-015  , 
   91.000000000000000       ,    1.1416913067620936E-015  ,    1.1416913067620936E-015  ,    1.1416913067620936E-015  ,    1.1416913067620936E-015  ,    1.1416913067620936E-015  ,    1.1416913067620936E-015  , 
   92.000000000000000       ,    1.1416244431726429E-015  ,    1.1416244431726429E-015  ,    1.1416244431726429E-015  ,    1.1416244431726429E-015  ,    1.1416244431726429E-015  ,    1.1416244431726429E-015  , 
   93.000000000000000       ,    1.1415591456811549E-015  ,    1.1415591456811549E-015  ,    1.1415591456811549E-015  ,    1.1415591456811549E-015  ,    1.1415591456811549E-015  ,    1.1415591456811549E-015  , 
   94.000000000000000       ,    1.1414953602691567E-015  ,    1.1414953602691567E-015  ,    1.1414953602691567E-015  ,    1.1414953602691567E-015  ,    1.1414953602691567E-015  ,    1.1414953602691567E-015  , 
   95.000000000000000       ,    1.1414330353602778E-015  ,    1.1414330353602778E-015  ,    1.1414330353602778E-015  ,    1.1414330353602778E-015  ,    1.1414330353602778E-015  ,    1.1414330353602778E-015  , 
   96.000000000000000       ,    1.1413721216845277E-015  ,    1.1413721216845277E-015  ,    1.1413721216845277E-015  ,    1.1413721216845277E-015  ,    1.1413721216845277E-015  ,    1.1413721216845277E-015  , 
   97.000000000000000       ,    1.1413125721514697E-015  ,    1.1413125721514697E-015  ,    1.1413125721514697E-015  ,    1.1413125721514697E-015  ,    1.1413125721514697E-015  ,    1.1413125721514697E-015  , 
   98.000000000000000       ,    1.1412543417314475E-015  ,    1.1412543417314475E-015  ,    1.1412543417314475E-015  ,    1.1412543417314475E-015  ,    1.1412543417314475E-015  ,    1.1412543417314475E-015  , 
   99.000000000000000       ,    1.1411973873445965E-015  ,    1.1411973873445965E-015  ,    1.1411973873445965E-015  ,    1.1411973873445965E-015  ,    1.1411973873445965E-015  ,    1.1411973873445965E-015  , 
   100.00000000000000       ,    1.1411416677570505E-015  ,    1.1411416677570505E-015  ,    1.1411416677570505E-015  ,    1.1411416677570505E-015  ,    1.1411416677570505E-015  ,    1.1411416677570505E-015  , 
